,Step,Value
224,36891,78.70547425757893
225,36903,84.33239237675458
226,36996,89.10405642368377
227,37065,89.54594040703063
228,37079,89.69622135830514
229,37116,88.13325124354861
230,37182,94.2724371410007
231,37674,92.72878951113478
232,37749,96.4316685789714
233,37937,94.16336642750166
234,38386,95.07774505407465
235,38387,95.69260955633943
236,38408,97.15448502962681
237,38487,90.06844625498015
238,38805,88.73241103670382
239,38839,91.03740266794142
240,38880,90.18997288603633
241,38898,90.96463704834572
242,39025,92.69307610413097
243,39588,87.49015037881894
244,39712,84.18502686984766
245,40110,81.66967060548379
246,40236,83.3628376446661
247,40249,83.39834768217028
248,40332,89.82065386419532
249,40416,89.46271386562071
250,40540,85.60202451343874
251,40617,91.56233004357625
252,40942,93.62274753533083
253,41073,93.63123130957221
254,41374,86.94588213101969
255,41473,87.30236139889115
256,41536,91.97717663791002
257,41541,91.57315270875183
258,41566,91.67930779316171
259,41968,93.69129216312788
260,42012,94.17493201785793
261,42131,92.11184643576028
262,42461,89.09145771502514
263,42535,84.52691641830604
264,42855,83.21484215136091
265,42951,87.04191720499955
266,43138,90.52646786582676
267,43231,95.7283967338043
268,43296,96.38730014182448
269,43611,88.05458372925442
270,43777,90.83202773114556
271,44255,88.95627523773348
272,44283,86.46907937443675
273,44349,85.34262806702613
274,44463,84.71850512772417
275,44522,83.96336340702746
276,44711,76.99656313486493
277,44724,79.93029552254535
278,44730,77.33770325104831
279,44761,87.93393725924068
280,44976,85.48866783734675
281,46492,84.94574791076818
282,46890,81.17634036740247
283,47063,75.14724229385948
284,47067,75.71721146125516
285,47083,75.74094268457176
286,47112,79.24637919326295
287,47178,71.57851191769757
288,47304,62.47207489559164
289,47625,68.70908455358688
290,47999,72.37819985211623
291,48189,75.83083610049508
292,48247,74.32075345580655
293,48385,73.58364545757718
294,48510,71.45076248781756
295,48635,70.70555602785294
296,48717,67.37474150642646
297,48843,62.987334067693936
298,49165,56.17166575075273
299,49314,56.10138063270769
300,49483,59.11236791951541
301,49752,56.78946357539913
302,49864,61.09329631264883
303,50010,65.00073321645951
304,50261,68.8528452951478
305,50639,69.79619764516274
306,50697,74.08307636325648
307,51797,76.93868627412445
308,51930,78.90752955798136
309,51936,74.09624257728709
310,51971,72.49149056264227
311,52013,75.54818613718147
312,52229,73.19038639348413
313,52263,72.28236714600936
314,52352,69.87701654493316
315,52364,75.80676891853986
316,52399,75.67394213361533
317,52666,87.53609925717655
318,52967,85.31897858857077
319,53082,88.06159162389356
320,53254,85.32050053961129
321,53623,79.23275108122819
322,54041,75.58072149094338
323,54458,73.16127302682335
324,54592,71.06904999882524
325,54766,74.6307506044702
326,55079,75.77347436328697
327,55148,71.96122842394286
328,55367,64.80631885288682
329,55499,64.0609699324245
330,55586,61.16916071575418
331,55629,55.10566204708124
332,55718,58.40201671951124
333,55982,63.01380474198006
334,56291,63.37389490409613
335,56481,63.40005134536159
336,56932,67.44562759741477
337,56959,65.33396972947003
338,57066,66.5352971521296
339,57412,71.43581236324572
340,57451,76.60462134066803
341,57898,72.70243331229733
342,57944,74.31656942934433
343,58170,71.29239849095586
344,58397,73.65463155178514
345,58405,73.57645367997928
346,58615,76.18861805901267
347,58655,71.87622214734094
348,58766,68.42444008561577
349,58865,69.8608473149609
350,59057,75.3589895811201
351,59485,74.86891639724799
352,59553,72.66829638303433
353,60001,66.02476197806942
354,60280,70.70285996773596
355,60431,64.59441631269398
356,60958,63.21658790357064
357,61398,62.42245764345009
358,61742,61.49483232884175
359,61904,57.110449512901724
360,61990,54.53314066140592
361,62052,51.49519455609152
362,62344,48.451464803524956
363,62386,51.0235182610968
364,62820,56.85344579842153
365,62968,64.857965626046
366,63568,59.65402893033246
367,63622,60.59786909456677
368,63687,65.79893541922453
369,63905,65.62397692701957
370,64091,62.544117875759596
371,64499,67.4728609121691
372,64894,73.1941963322285
373,64928,71.38187939765302
374,65325,69.19515698965301
375,65417,66.61446322941308
376,65445,74.30885952564077
377,65558,73.77802437120872
378,65684,74.09512160358894
379,65722,68.14278306580938
380,65841,77.55024896775438
381,65858,78.337559873934
382,65933,76.46339569570034
383,65956,77.63886505533455
384,65987,74.3695005222541
385,66210,78.1647651411816
386,66230,84.15298562696236
387,66244,77.96269540620902
388,66292,81.69520149566829
389,66509,83.30702921199187
390,66652,82.38248400072531
391,66664,82.01149979783331
392,66680,82.65218434353918
393,66742,84.66431877391749
394,67281,83.93480645587674
395,67511,80.52610480512217
396,67523,79.1190747655062
397,67834,80.63789186488924
398,67898,78.61563070783652
399,67994,76.70672192319424
400,68188,74.41495618842603
401,68438,83.42036336441018
402,68456,85.16557836048108
403,68587,74.84320160930808
404,68619,72.51068613536792
405,68826,71.31228641635667
406,69066,71.24093020927427
407,69234,68.31104048714826
408,69460,71.58010172974986
409,69529,69.35274204127126
410,69640,72.99716960226807
411,69675,70.4651368102433
412,69822,65.79585590510084
413,70195,64.93056191569802
414,70360,68.36364112626812
415,70588,66.33660216710572
416,70593,69.93890572631722
417,70637,61.81548710751245
418,70875,65.1260528353309
419,70951,62.82367437475294
420,70958,70.84535828018551
421,71081,78.17235702839206
422,71159,73.70268252076411
423,71206,71.15861742292293
424,71256,70.27309843008996
425,71694,69.89985217143584
426,71833,75.45068138307398
427,72289,66.75884392704722
428,72550,68.95262460727726
429,72585,76.27041473881751
430,73124,78.70236229361987
431,73204,80.67203007482104
432,73242,75.6207849660637
433,73453,77.86949461373226
434,73565,75.45893698356207
435,73686,77.14062133837152
436,73838,76.39013322489606
437,73915,77.466194234814
438,73922,73.60349509531943
439,73943,70.9840937634556
440,74036,69.53085015944751
441,74192,65.41895411136046
442,74756,64.61575779183657
443,75005,68.02103358839312
444,75110,73.8016424356322
445,75146,72.08433643893972
446,75184,78.60583209126283
447,75205,82.6063505576027
448,75369,82.60665201754139
449,75442,84.94353202252738
450,75497,88.1078764714676
451,75565,84.97194974623086
452,76219,83.94321813634701
453,76531,93.01699420495747
454,76793,92.93174548925292
455,77012,97.78987490121655
456,77558,96.41616905665907
457,77609,96.1210029144688
458,77806,91.37743019031117
459,77950,92.42894020400082
460,78089,93.06443285259991
461,78144,92.26068299429
462,78186,86.25269073649172
463,78229,80.32280848069325
464,78352,84.46988166964883
465,78423,85.48644508875716
466,78435,84.76475396020922
467,78590,82.9728645813878
468,79060,79.95715835914544
469,79178,86.01899689775409
470,79230,89.2032124876027
471,79554,92.99420468977968
472,79865,93.64622449900804
473,80473,100.15556218646154
474,80493,100.30922218222277
475,81615,99.07562419424482
476,81721,95.03111253532295
477,82482,93.97554614940927
478,82557,95.98822683075764
479,82748,90.16743344945455
480,83150,87.79188622683617
481,83176,87.0775676330207
482,83324,82.23041517697142
483,83795,75.71971173373869
484,83904,77.45382803275993
485,83989,79.65863285616625
486,84039,85.26999227039268
487,84281,88.74686250942362
488,84822,88.64325369575421
489,84858,89.86314175528267
490,85127,94.19861494999809
491,85420,91.73833793576986
492,85605,91.37181179374423
493,85784,88.51339453212887
494,86222,85.82077294081051
495,86402,82.33050993547995
496,86421,83.91032149142261
497,86658,77.79151160999437
498,86716,79.32654425265049
499,86867,72.56136903412548
500,86894,79.2125861948758
501,86939,83.76168924770009
502,87321,82.94051828852359
503,87688,84.9402845088681
504,87794,87.33567486171269
505,87909,89.30055610010716
506,88097,85.17452385544021
507,88224,85.90075769167495
508,88557,88.09686619063368
509,88832,87.88892195539799
510,89446,84.50143556028165
511,89753,76.37255592341347
512,90044,85.32224351878817
513,90141,75.2569363565095
514,90172,71.63592825166589
515,90189,71.93149894433593
516,90577,78.11101505422363
517,90584,78.67950035407348
518,90806,77.6946556079693
519,90822,73.31557056328269
520,90900,75.49735294448853
521,90993,77.02535658545685
522,91420,70.64173341837807
523,91737,70.41409294297488
524,91850,68.35611279822054
525,91993,62.647566731911525
526,92187,64.50568684907792
527,92253,62.42628806060783
528,92254,58.57738372328179
529,92259,62.81905985619577
530,92266,61.060654193501264
531,92751,64.21799893556982
532,92823,66.680995735249
533,93355,68.001358429405
534,93715,76.58713488960363
535,93759,72.39078161325537
536,93767,73.48941954399656
537,94005,74.42089629135215
538,94013,71.25453499523233
539,94165,73.09763068588889
540,94471,66.73134061334002
541,94873,67.477076227882
542,95084,68.53256786376805
543,95237,66.65316791369503
544,95688,69.62443634846694
545,95778,64.6588922722345
546,96148,65.86059706665323
547,96883,64.43004189996579
548,97014,64.47834803867697
549,97901,59.37493394093817
550,98539,56.18329937195321
551,98645,53.344765876682686
552,99051,54.539098587343375
553,99068,58.6609529154528
554,99102,63.87800031626965
555,99124,66.2719335085753
556,99341,68.31806517418354
557,99420,70.44334123789976
558,100240,71.29309180697554
559,100359,68.20437992038966
560,100431,67.27649183034146
561,100658,66.10534943854171
562,100796,66.8011257733708
563,100934,62.94416567811713
564,101100,64.01342530210756
565,101175,62.431238777299235
566,101315,72.52456916553834
567,101501,69.85727771923541
568,101642,74.77928077265382
569,102052,77.10034870924598
570,102161,73.80808158962665
571,102166,73.79185058287212
572,102247,73.77499522139345
573,102509,78.33991849982995
574,102806,71.7145632016621
575,102949,77.380068159279
576,102953,77.35338248983052
577,103236,74.00833047676853
578,103405,67.52593437891659
579,103508,63.77354397030908
580,103720,68.1039620360176
581,103917,74.07908542775853
582,104340,74.10384828498147
583,104347,72.31101445806677
584,104413,71.56173167412237
585,104462,71.08083686746203
586,104876,65.95653654028462
587,104967,69.67586161649291
588,105077,63.75056746465618
589,105144,66.12650010618822
590,105298,66.12299979118772
591,105524,66.50828021496562
592,105596,69.36740538547957
593,105613,67.4994279852504
594,105722,76.02723328514351
595,105757,74.34326547987197
596,105798,74.37513213372125
597,106210,73.73945023480564
598,106312,73.79222555541976
599,106341,72.32720146026598
600,106363,72.02846265663136
601,106481,67.57157980903997
602,106901,63.95634130417568
603,106967,69.86047349783156
604,107066,65.43456199616708
605,107077,72.43004244588752
606,107116,69.48527389486134
607,107292,64.79740731777325
608,107625,68.61509365968246
609,107782,72.02993448438733
610,107840,73.56002950154857
611,107868,66.16051299135535
612,107952,61.70223098741523
613,108068,62.24881703937618
614,109140,72.40873874616507
615,109204,78.40537967069051
616,109499,74.65041931585108
617,109914,78.13418538270682
618,110026,80.7843487129961
619,110048,80.28165421549492
620,110404,80.51983668619802
621,110500,81.56619284830738
622,110971,81.06712398270679
623,111013,85.37543993730272
624,111216,77.65582877306228
625,111265,81.50827537995451
626,111313,81.31902252205802
627,111343,75.86448407752617
628,111608,80.95603186384646
629,111963,81.33519635917185
630,112280,85.64655554665349
631,112303,81.09677623229463
632,112328,82.18493008553637
633,112423,80.35521761128012
634,112448,77.56077514903146
635,112532,70.44409995867747
636,112547,71.6777786965653
637,112653,70.35350065550824
638,112654,78.07466455254334
639,112949,82.31111577908567
640,113455,77.75306497411248
641,114153,77.04860017733643
642,114204,80.6870842291051
643,114363,76.8014190938238
644,114373,71.56424093586595
645,114578,77.23281410029563
646,114769,78.02988318092999
647,114823,76.19018380010397
648,114839,78.24378399192918
649,115288,77.76609929719254
650,115358,75.40958322158339
651,115362,78.60122152875115
652,115427,86.96110391223145
653,115634,84.20638992451782
654,115662,79.16461924864532
655,115801,80.3375951998495
656,116158,77.60652875007227
657,116159,81.79605747894327
658,116254,82.63655638884006
659,116406,81.33023194235487
660,116594,83.44965810376043
661,116598,92.59953726905573
662,117157,92.05051320335558
663,117255,91.08362035065986
664,117764,93.04880518807553
665,118399,85.17739177375582
666,118575,83.37685493762407
667,118652,80.99571465169237
668,119025,83.20860225069144
669,119086,83.18779126794612
670,119203,87.70260315331572
671,119259,82.39584778163673
672,119508,74.36240111442174
673,119874,73.17722734862568
674,120278,71.957382671991
675,120345,68.1029855907114
676,120512,62.238558565092966
677,120928,65.75151783758
678,120969,71.47472651753381
679,120994,69.68202915947161
680,121129,68.45159711526279
681,121571,70.24334851477025
682,121663,69.38015022315041
683,121979,68.72828325303234
684,122463,69.93485611847105
685,122591,78.08213113392793
686,122646,72.97547171164148
687,122905,75.45347003143334
688,123282,75.88275596897907
689,123454,74.03181191872498
690,123974,68.72283633452952
691,124147,74.3353856157954
692,124180,72.61734744200518
693,124600,75.12871909584601
694,124877,74.09874915261169
695,125084,73.00699395440255
696,125110,77.11128734476267
697,125464,80.00923047351702
698,125658,73.63416426186447
699,125793,69.03307953957699
700,126027,66.93340020141387
701,126139,66.9466185494977
702,126716,64.28388888200224
703,126859,66.2186019974558
704,126996,61.13164185225638
705,127437,59.34889489540181
706,127611,68.62266921211693
707,128450,67.36033496189118
708,128479,71.82226524739266
709,128664,79.24423261970759
710,128712,77.19885749237645
711,128793,84.29119187816353
712,128922,84.51460446606791
713,129285,85.05451928016652
714,129305,82.75802771321479
715,129309,78.28252698640836
716,129330,74.71536022634994
717,129521,76.06898491859374
718,129654,69.46277765321679
719,129888,70.08559351866201
720,130302,66.48543282795987
721,130609,70.64740794282838
722,130645,69.77608563079865
723,130670,74.81283860343959
724,131002,70.63464316723272
725,131178,79.8893589541107
726,131209,81.25358389517379
727,131556,74.76963299607839
728,131713,67.90605371973182
729,131924,61.8038342069991
730,132004,71.76032206423048
731,132107,77.06739954805293
732,132161,81.91830264685086
733,132653,72.41034717444481
734,132971,70.07374112031178
735,133179,67.62068929064392
736,133627,69.10713950117331
737,133864,76.23866379084106
738,134796,78.00900626628228
739,134950,78.7465076365206
740,135005,81.61954087519779
741,135038,74.12264083751552
742,135102,70.84628057767188
743,135156,67.51189658886045
744,135169,67.99180536835365
745,135383,66.98777409557131
746,135583,60.64872539380275
747,136542,65.10763110804777
748,136764,59.187841975440456
749,136980,61.22932624736169
750,137065,71.73034219673204
751,137447,72.25555916251032
752,137551,70.68996202824607
753,137909,68.10578744904578
754,137973,72.26434865297797
755,138075,69.03444977300002
756,138129,73.89239876212814
757,138149,76.33516820501106
758,138209,75.58176682985022
759,138433,72.60491325861976
760,138864,78.51723413115492
761,139074,77.67179737268775
762,139083,75.49601823004141
763,139830,70.5086766146148
764,140119,74.52906243931712
765,140153,71.4549456118717
766,140238,70.78446072809875
767,140342,70.08635414940152
768,140352,66.40797629859773
769,140382,64.75063231657663
770,140475,71.11407277792803
771,140644,66.01424701748883
772,140859,68.84243528224832
773,141305,65.96030521940325
774,141314,67.11356626022324
775,141426,73.0977787271956
776,141480,71.60436989083355
777,141514,77.65124606919582
778,141644,79.96609845019827
779,141667,82.74261541484626
780,141738,80.73188151936736
781,142457,78.14702032722886
782,142503,83.58119782318846
783,142626,84.09369084868479
784,143092,77.1154415884475
785,143105,76.48609303206514
786,143330,83.36852156077589
787,143471,83.24564879846126
788,143889,78.84440710002995
789,144239,82.68172423021588
790,144562,80.46635753293936
791,144756,83.06864168070841
792,144757,79.90914479841416
793,144789,76.97043371555388
794,145774,79.58965366188292
795,145880,78.47155664104287
796,146000,73.66704380986445
797,146174,79.9288139443174
798,146272,78.583665665536
799,146482,77.84734910733158
800,146706,79.9286303014125
801,146834,87.41780026425727
802,146877,76.93521082917191
803,147252,83.01060913643674
804,148766,84.95070477768999
805,148802,76.49164293386974
806,149113,82.67395118128928
807,149149,78.83348777655684
808,149924,76.44104212472175
809,149925,76.4044870938553
810,150112,76.13308023461099
811,150913,76.31545889766153
812,150954,77.56342700454061
813,150986,85.99598601294156
814,151074,85.71167600162532
815,151077,85.60027601129363
816,151272,81.07082077598142
817,151490,73.94901125058762
818,151493,68.64847436707663
819,151561,69.02458921360206
820,151820,71.96762171779221
821,151904,76.8227786767982
822,152036,75.9040787484474
823,152108,68.34982870681017
824,152176,72.81536282364021
825,152192,67.17217617505756
826,152280,63.761896356770116
827,152310,64.38137159258565
828,152759,66.15223935528472
829,152764,70.91902251632307
830,152825,72.33504220100839
831,152938,71.6931263249587
832,153066,79.62803905956451
833,153172,82.83304241388667
834,153261,81.69164813981637
835,153370,85.07262572658317
836,153590,87.4658723400078
837,153899,90.41147420079864
838,154209,87.201817584839
839,154525,82.21801215597546
840,154714,86.4578223870225
841,154808,82.45613625736269
842,154854,87.67736044156102
843,154897,93.42111350728487
844,154951,86.19981240221264
845,155910,91.14805938343348
846,155986,88.30211695541064
847,156337,88.38228731187931
848,156339,89.08853064087867
849,156509,84.0070764918294
850,156632,81.67572098118976
851,156748,86.92298343948005
852,157025,88.02322267587738
853,157278,82.9125941557824
854,157539,78.2230118561455
855,157757,75.47825846486968
856,158478,72.55414161286383
857,158627,75.59109407088542
858,158856,76.06166381645377
859,159240,74.64393379049449
860,159308,75.69810666137344
861,159603,86.58430329034125
862,159829,85.78153709976858
863,159872,88.05254773048202
864,159967,89.75415768211577
865,160075,94.22686242945662
866,160179,91.84145901108305
867,160420,80.14654795208416
868,160497,84.75444933471098
869,160722,88.95901302886469
870,161097,92.74015611542853
871,161434,98.82081665807519
872,161452,99.3546994694225
873,161710,99.30706553289585
874,161893,103.37497703169683
875,161920,100.27570984705949
876,162842,101.18391086511775
877,162915,103.30366272106787
878,162960,107.55784857291745
879,162974,103.16385481969468
880,162995,98.51899003668188
881,163076,99.41916506023233
882,163211,99.52307420622678
883,163561,97.5935884476072
884,163776,99.72533455851787
885,163970,94.72596011021382
886,164272,85.76576032280772
887,164395,79.96709195309751
888,164462,81.50058689121198
889,164509,80.70139340403897
890,164756,82.1951918092046
891,164988,87.74982073740888
892,165177,91.06609251510322
893,165254,85.28806168684898
894,165569,81.01688250126548
895,165624,83.04828567295067
896,165845,86.60783550084108
897,166265,86.92839685479206
898,166797,90.1787880528916
899,166949,87.86401551451353
900,166963,90.32301410896736
901,167151,87.61099769208515
902,167190,83.12088230951261
903,167201,79.69132742432839
904,167256,78.50330404615276
905,167262,75.49219862172497
906,167382,83.24234305637148
907,167797,76.00223908021556
908,167959,76.12228705302209
909,168352,77.29334104401897
910,168553,82.1221552102921
911,168584,87.14006773807446
912,168626,90.43798610519534
913,168751,88.45718351412307
914,169023,91.97086764471945
915,169199,88.69806502791876
916,169208,84.83823175383348
917,169686,82.7464546628776
918,169884,81.61206329144889
919,169922,79.71786083813683
920,169966,81.13567342689385
921,170021,85.21834975660977
922,170079,86.71927153323061
923,170245,84.08094791140032
924,170268,82.1802433315018
925,170375,88.75770435985271
926,170496,88.09180947857989
927,170694,85.85895541519135
928,170700,84.73175814478276
929,170747,81.63648836532607
930,170976,75.23754125646222
931,171044,78.1673111452634
932,171085,81.8292479359983
933,171102,79.74743581884073
934,171135,85.89249093246482
935,171342,81.62359913463612
936,171663,77.40098287894266
937,171847,76.9322939584538
938,172104,81.32837286883613
939,172429,82.29650471011715
940,172490,76.27475582549899
941,172556,79.12078267079035
942,173138,72.60539144357267
943,173233,71.53871183165103
944,173275,68.9787571458316
945,173694,63.96714140415705
946,173794,66.74066264653642
947,173797,67.24454013249053
948,173876,71.51568076789039
949,173999,71.23479548009941
950,174252,68.18592335657083
951,174312,73.7769397297942
952,174424,73.65269689654576
953,174716,79.01576648315765
954,174809,80.64414224859904
955,174932,85.04071282109922
956,175026,83.64839564707985
957,175761,84.2089907616878
958,175929,89.00992593039362
959,175953,81.34859626629844
960,176116,84.16986105609001
961,176394,83.93682612680249
962,176602,78.4947236860536
963,177086,69.6098212969334
964,177778,66.95736749631429
965,177910,65.97763928684518
966,177965,71.7193333901563
967,177973,71.49198338468462
968,178036,69.11506640829296
969,178159,70.53998975088203
970,178249,73.1274982920339
971,178436,80.03269453211554
972,178479,78.40055265088219
973,178580,78.15578614424108
974,178590,76.93367592829338
975,178702,75.37072224107574
976,179021,76.49979255481674
977,179101,76.28305884005125
978,179254,83.54485569031309
979,179505,83.9102216818589
980,179668,87.38783790467772
981,179817,86.62713460056786
982,179969,84.28799681404713
983,180033,83.20836426276526
984,180483,82.53245706597743
985,180544,79.43499779257984
986,180808,83.55255337576806
987,180833,85.91437442518898
988,180960,82.8620292813081
989,181297,81.11262944538629
990,181478,82.85665002186448
991,181709,87.31114621670493
992,181744,91.04954699232907
993,181752,94.36787902734201
994,181893,88.27356696236424
995,182069,79.53749550672421
996,182645,77.54374862212183
997,182846,81.69834965888167
998,183383,81.76662958919981
999,183501,89.24997194281202
