Wall time,Step,Value
1745931768.1878805,244,23.23480796813965
1745931978.9084594,465,39.555328369140625
1745932065.7787929,556,36.39841079711914
1745932163.0314815,658,73.53935241699219
1745932301.920531,804,87.13352966308594
1745932513.0269408,1026,66.46763610839844
1745932613.7377675,1132,34.58024978637695
1745932924.5865388,1458,63.0235595703125
1745932958.790835,1494,79.61378479003906
1745932974.1316352,1510,55.226375579833984
1745933026.4748666,1565,68.78854370117188
1745933383.4030752,1940,49.80295181274414
1745933402.6085184,1960,64.30490112304688
1745933949.6264493,2503,42.38205337524414
1745934133.1244557,2693,51.11577606201172
1745934156.2392771,2717,55.77141189575195
1745934506.1986868,3083,91.49590301513672
1745934657.5240176,3241,64.78006744384766
1745934680.5827157,3265,37.20028305053711
1745934968.7862847,3566,77.27184295654297
1745935499.9305706,4121,63.59367370605469
1745935586.9150472,4181,82.99040222167969
1745935953.66082,4564,52.72166061401367
1745936456.913819,5090,76.63835906982422
1745936549.635207,5187,94.52083587646484
1745936621.2848039,5262,49.25238037109375
1745936652.8491683,5295,51.362735748291016
1745936718.0369883,5362,68.42089080810547
1745936806.6661463,5454,70.20804595947266
1745937009.9202452,5667,78.82335662841797
1745937167.71036,5832,74.75607299804688
1745937200.1320488,5866,69.4688720703125
1745937310.0271988,5981,62.16028594970703
1745937325.3139176,5997,56.208740234375
1745937378.8033433,6053,77.07002258300781
1745937623.1694443,6279,53.959102630615234
1745937675.5598326,6334,67.74529266357422
1745937900.5428116,6569,62.53570556640625
1745938054.2152867,6730,59.71603775024414
1745938168.4554436,6850,82.90151977539062
1745938302.7559516,6991,67.11579895019531
1745938553.067577,7253,74.91463470458984
1745938728.0377324,7436,105.14771270751953
1745938754.6604114,7464,63.518367767333984
1745938926.3498142,7644,73.94047546386719
1745939008.4410844,7730,74.24076843261719
1745939253.3677046,7986,68.17437744140625
1745939385.3361197,8122,84.46939086914062
1745939546.4899282,8291,106.84000396728516
1745939821.4736006,8548,42.86741256713867
1745939827.190917,8554,69.03437805175781
1745939888.6253817,8618,94.8433837890625
1745939927.8316488,8659,98.75275421142578
1745939961.3705049,8694,37.221736907958984
1745939990.1021788,8724,35.67416000366211
1745940016.7852118,8752,86.119384765625
1745940039.6603916,8776,61.337249755859375
1745940041.5328443,8778,46.45817184448242
1745940399.229998,9152,87.59442901611328
1745940494.875495,9252,81.56920623779297
1745940532.3065464,9291,63.554378509521484
1745940566.6390934,9327,87.71270751953125
1745940597.1692321,9359,109.79063415527344
1745940933.8736968,9712,71.44194793701172
1745940972.9649198,9753,62.68419647216797
1745941053.4182131,9837,77.77290344238281
1745941107.6698442,9894,81.7142105102539
1745941129.7942212,9917,60.27935028076172
1745941160.4450486,9949,59.813560485839844
1745941188.9738686,9979,32.673683166503906
1745941268.8327522,10063,64.75651550292969
1745941294.60952,10090,73.71548461914062
1745941324.1018243,10121,91.51713562011719
1745941390.7748005,10191,63.18369674682617
1745941661.4338167,10445,55.974586486816406
1745941731.183229,10518,69.03101348876953
1745941850.26712,10643,89.27124786376953
1745941852.1565084,10645,70.69930267333984
1745941911.2039547,10707,81.88005065917969
1745942214.6225784,11023,123.52867126464844
1745942305.1896834,11118,57.68018341064453
1745942974.6418993,11819,55.058956146240234
1745943020.3948574,11867,81.90081024169922
1745943173.1162155,12027,109.40232849121094
1745943219.9528599,12076,83.54293823242188
1745943485.7579076,12354,47.734947204589844
1745943527.9796073,12398,59.6798095703125
1745943602.2995648,12476,85.77346801757812
1745944039.7380462,12905,95.8355712890625
1745944420.500465,13304,92.6300048828125
1745944500.4630773,13388,43.359806060791016
1745944630.0692384,13522,85.85575866699219
1745944656.792768,13550,107.07621765136719
1745944744.5516949,13642,60.03424835205078
1745944749.2210965,13647,92.66997528076172
1745944896.863939,13802,88.76173400878906
1745944941.499852,13849,67.62919616699219
1745945057.5682235,13971,86.98734283447266
1745945128.9411697,14046,65.59457397460938
1745945264.0374455,14188,85.35575103759766
1745945337.387066,14265,118.05351257324219
1745945428.8639295,14361,85.26692199707031
1745945727.8362863,14645,72.88522338867188
