Wall time,Step,Value
1746647712.8124866,22063,10144.291015625
1746647770.7697263,22146,10372.716796875
1746647781.9025376,22162,13514.7119140625
1746647882.2611358,22307,17345.26171875
1746647932.7694206,22380,14502.5634765625
1746648150.6362405,22702,11789.1376953125
1746648185.9526775,22756,12458.0576171875
1746648203.1692784,22781,6963.46728515625
1746648305.951752,22921,8643.279296875
1746648409.4922886,23071,13879.0146484375
1746648424.5891762,23094,9934.9228515625
1746648432.2870708,23106,7058.20849609375
1746648586.750804,23330,11578.462890625
1746648639.45405,23406,11868.494140625
1746648640.121623,23407,11145.5859375
1746648702.7500443,23500,12533.091796875
1746648762.4034848,23589,7720.78759765625
1746648763.6429677,23591,10919.9697265625
1746648799.6805463,23645,12307.4482421875
1746648801.6623178,23648,11078.5283203125
1746649079.11903,24070,7153.681640625
1746649283.0315926,24378,13810.5556640625
1746649343.3818765,24469,9942.1474609375
1746649346.054102,24473,9064.4013671875
1746649358.3762832,24492,11872.3330078125
1746649434.8112428,24606,10692.4775390625
1746649498.3845246,24704,9789.6796875
1746649507.2837207,24718,6531.66943359375
1746649533.183263,24758,4690.3095703125
1746649580.2603977,24828,11537.5361328125
1746649590.009992,24843,6069.87060546875
1746649611.5084147,24875,5912.83984375
1746649616.2048562,24882,8818.029296875
1746649653.4253647,24938,6207.55419921875
1746649688.5470579,24991,6889.38427734375
1746649734.372715,25053,6947.873046875
1746649773.3658867,25112,8961.4091796875
1746649862.2605886,25249,5883.64306640625
1746649957.779646,25398,5670.03515625
1746649988.0807793,25444,11806.7998046875
1746650124.3937514,25649,3794.201171875
1746650159.9422913,25703,7654.9130859375
1746650166.3150837,25713,7456.33740234375
1746650167.6553104,25715,10301.337890625
1746650195.2693768,25757,9030.5927734375
1746650301.925351,25917,7095.9365234375
1746650309.9643872,25929,4697.7607421875
1746650427.1945589,26106,4249.6103515625
1746650456.8264453,26153,7648.0556640625
1746650528.4673893,26263,2939.058349609375
1746650555.5464497,26303,6630.44677734375
1746650603.5271611,26377,4807.8798828125
1746650630.9903746,26421,3182.9150390625
1746650773.8011534,26646,7893.345703125
1746650804.8229866,26693,2647.46923828125
1746650843.0912645,26753,5857.04638671875
1746650883.5651286,26815,10342.2578125
1746650884.2232358,26816,5828.9765625
1746650984.5752287,26970,9838.2197265625
1746651011.6620579,27014,7381.4404296875
1746651021.4462075,27029,4972.27685546875
1746651076.5198896,27104,5827.92333984375
1746651089.2393813,27123,3526.68115234375
1746651210.1475954,27308,4575.048828125
1746651248.5448725,27367,10095.3955078125
1746651306.2978394,27454,5745.515625
1746651348.7612891,27521,5879.9921875
1746651359.3560386,27537,8009.33349609375
1746651416.250633,27626,6217.43798828125
1746651431.737954,27651,12168.1572265625
1746651523.903941,27792,4742.0576171875
1746651551.406956,27833,3163.193603515625
1746651590.8667114,27894,7686.71630859375
1746651666.3944266,28006,10036.7880859375
1746651692.4956768,28045,7691.80517578125
1746651730.3547254,28102,7163.65771484375
1746651900.740516,28363,9953.0029296875
1746651957.6828856,28452,4548.96142578125
1746651963.2329848,28460,3588.7138671875
1746651999.071813,28515,5525.42626953125
1746652065.5463293,28615,6709.892578125
1746652181.9454463,28794,4627.5537109375
1746652219.7745097,28854,12366.1748046875
1746652238.6264818,28882,6902.47607421875
1746652297.460204,28972,3836.5859375
1746652305.3525245,28984,5063.50244140625
1746652399.4579237,29126,12844.015625
1746652491.3339124,29259,8028.1181640625
1746652525.6194224,29310,6318.07763671875
1746652588.1539803,29404,5945.65380859375
1746652605.9336994,29431,6731.24072265625
1746652644.1526985,29490,9121.64453125
1746652694.4818325,29565,13175.322265625
1746652730.734797,29620,5868.21728515625
1746652741.0575721,29636,8542.859375
1746652764.3239908,29671,9267.4794921875
1746652768.0668721,29677,8162.33251953125
1746652839.5185008,29784,10763.1416015625
1746652869.5274596,29831,4633.79443359375
1746652880.243402,29848,10214.6103515625
1746652896.1749291,29874,5504.05517578125
